Sexo,Municipios,Periodo,Total
Total,12085 Orpesa/Oropesa del Mar,2017,"8,983"
Total,12085 Orpesa/Oropesa del Mar,2016,"9,245"
Total,12087 Palanques,2025,34
Total,12087 Palanques,2024,34
Total,12087 Palanques,2023,36
Total,12087 Palanques,2022,38
Total,12087 Palanques,2021,36
Total,12087 Palanques,2020,34
Total,12087 Palanques,2019,30
Total,12087 Palanques,2018,31
Total,12087 Palanques,2017,34
Total,12087 Palanques,2016,35
Total,12088 Pavías,2025,72
Total,12088 Pavías,2024,73
Total,12088 Pavías,2023,74
Total,12088 Pavías,2022,74
Total,12088 Pavías,2021,72
Total,12088 Pavías,2020,68
Total,12088 Pavías,2019,61
Total,12088 Pavías,2018,62
Total,12088 Pavías,2017,63
Total,12088 Pavías,2016,69
Total,12089 Peníscola/Peñíscola,2025,"8,774"
Total,12089 Peníscola/Peñíscola,2024,"8,496"
Total,12089 Peníscola/Peñíscola,2023,"8,449"
Total,12089 Peníscola/Peñíscola,2022,"8,210"
Total,12089 Peníscola/Peñíscola,2021,"7,882"
Total,12089 Peníscola/Peñíscola,2020,"7,683"
Total,12089 Peníscola/Peñíscola,2019,"7,612"
Total,12089 Peníscola/Peñíscola,2018,"7,447"
Total,12089 Peníscola/Peñíscola,2017,"7,413"
Total,12089 Peníscola/Peñíscola,2016,"7,421"
Total,12090 Pina de Montalgrao,2025,121
Total,12090 Pina de Montalgrao,2024,118
Total,12090 Pina de Montalgrao,2023,119
Total,12090 Pina de Montalgrao,2022,113
Total,12090 Pina de Montalgrao,2021,114
Total,12090 Pina de Montalgrao,2020,110
Total,12090 Pina de Montalgrao,2019,111
Total,12090 Pina de Montalgrao,2018,114
Total,12090 Pina de Montalgrao,2017,121
Total,12090 Pina de Montalgrao,2016,127
Total,"12093 Pobla de Benifassà, la",2025,229
Total,"12093 Pobla de Benifassà, la",2024,240
Total,"12093 Pobla de Benifassà, la",2023,235
Total,"12093 Pobla de Benifassà, la",2022,225
Total,"12093 Pobla de Benifassà, la",2021,213
Total,"12093 Pobla de Benifassà, la",2020,199
Total,"12093 Pobla de Benifassà, la",2019,202
Total,"12093 Pobla de Benifassà, la",2018,197
Total,"12093 Pobla de Benifassà, la",2017,203
Total,"12093 Pobla de Benifassà, la",2016,209
Total,"12094 Pobla Tornesa, la",2025,"1,322"
Total,"12094 Pobla Tornesa, la",2024,"1,325"
Total,"12094 Pobla Tornesa, la",2023,"1,309"
Total,"12094 Pobla Tornesa, la",2022,"1,304"
Total,"12094 Pobla Tornesa, la",2021,"1,239"
Total,"12094 Pobla Tornesa, la",2020,"1,212"
Total,"12094 Pobla Tornesa, la",2019,"1,211"
Total,"12094 Pobla Tornesa, la",2018,"1,208"
Total,"12094 Pobla Tornesa, la",2017,"1,227"
Total,"12094 Pobla Tornesa, la",2016,"1,200"
Total,12091 Portell de Morella,2025,155
Total,12091 Portell de Morella,2024,155
Total,12091 Portell de Morella,2023,166
Total,12091 Portell de Morella,2022,178
Total,12091 Portell de Morella,2021,181
Total,12091 Portell de Morella,2020,188
Total,12091 Portell de Morella,2019,197
Total,12091 Portell de Morella,2018,197
Total,12091 Portell de Morella,2017,200
Total,12091 Portell de Morella,2016,200
Total,12092 Puebla de Arenoso,2025,169
Total,12092 Puebla de Arenoso,2024,174
Total,12092 Puebla de Arenoso,2023,169
Total,12092 Puebla de Arenoso,2022,162
Total,12092 Puebla de Arenoso,2021,158
Total,12092 Puebla de Arenoso,2020,152
Total,12092 Puebla de Arenoso,2019,158
Total,12092 Puebla de Arenoso,2018,144
Total,12092 Puebla de Arenoso,2017,133
Total,12092 Puebla de Arenoso,2016,143
Total,12095 Ribesalbes,2025,"1,191"
Total,12095 Ribesalbes,2024,"1,163"
Total,12095 Ribesalbes,2023,"1,135"
Total,12095 Ribesalbes,2022,"1,159"
Total,12095 Ribesalbes,2021,"1,156"
Total,12095 Ribesalbes,2020,"1,163"
Total,12095 Ribesalbes,2019,"1,174"
Total,12095 Ribesalbes,2018,"1,180"
Total,12095 Ribesalbes,2017,"1,210"
Total,12095 Ribesalbes,2016,"1,223"
Total,12096 Rossell,2025,910
Total,12096 Rossell,2024,892
Total,12096 Rossell,2023,891
Total,12096 Rossell,2022,886
Total,12096 Rossell,2021,904
Total,12096 Rossell,2020,912
Total,12096 Rossell,2019,937
Total,12096 Rossell,2018,952
Total,12096 Rossell,2017,987
Total,12096 Rossell,2016,"1,002"
Total,12097 Sacañet,2025,67
Total,12097 Sacañet,2024,77
Total,12097 Sacañet,2023,86
Total,12097 Sacañet,2022,52
Total,12097 Sacañet,2021,57
Total,12097 Sacañet,2020,62
Total,12097 Sacañet,2019,67
Total,12097 Sacañet,2018,59
Total,12097 Sacañet,2017,62
Total,12097 Sacañet,2016,67
Total,"12098 Salzadella, la",2025,671
Total,"12098 Salzadella, la",2024,678
Total,"12098 Salzadella, la",2023,660
Total,"12098 Salzadella, la",2022,671
Total,"12098 Salzadella, la",2021,683
Total,"12098 Salzadella, la",2020,700
Total,"12098 Salzadella, la",2019,704
Total,"12098 Salzadella, la",2018,729
Total,"12098 Salzadella, la",2017,743
Total,"12098 Salzadella, la",2016,751
Total,12101 San Rafael del Río,2025,532
Total,12101 San Rafael del Río,2024,530
Total,12101 San Rafael del Río,2023,494
Total,12101 San Rafael del Río,2022,484
Total,12101 San Rafael del Río,2021,468
Total,12101 San Rafael del Río,2020,466
Total,12101 San Rafael del Río,2019,469
Total,12101 San Rafael del Río,2018,462
Total,12101 San Rafael del Río,2017,464
Total,12101 San Rafael del Río,2016,483
Total,12902 Sant Joan de Moró,2025,"3,695"
Total,12902 Sant Joan de Moró,2024,"3,644"
Total,12902 Sant Joan de Moró,2023,"3,516"
Total,12902 Sant Joan de Moró,2022,"3,387"
Total,12902 Sant Joan de Moró,2021,"3,307"
Total,12902 Sant Joan de Moró,2020,"3,232"
Total,12902 Sant Joan de Moró,2019,"3,159"
Total,12902 Sant Joan de Moró,2018,"3,099"
Total,12902 Sant Joan de Moró,2017,"3,084"
Total,12902 Sant Joan de Moró,2016,"3,043"
Total,12099 Sant Jordi/San Jorge,2025,"1,554"
Total,12099 Sant Jordi/San Jorge,2024,"1,381"
Total,12099 Sant Jordi/San Jorge,2023,"1,249"
Total,12099 Sant Jordi/San Jorge,2022,"1,171"
Total,12099 Sant Jordi/San Jorge,2021,"1,063"
Total,12099 Sant Jordi/San Jorge,2020,990
Total,12099 Sant Jordi/San Jorge,2019,972
Total,12099 Sant Jordi/San Jorge,2018,935
Total,12099 Sant Jordi/San Jorge,2017,937
Total,12099 Sant Jordi/San Jorge,2016,970
Total,12100 Sant Mateu,2025,"2,021"
Total,12100 Sant Mateu,2024,"2,004"
Total,12100 Sant Mateu,2023,"1,987"
Total,12100 Sant Mateu,2022,"1,954"
Total,12100 Sant Mateu,2021,"1,968"
Total,12100 Sant Mateu,2020,"1,952"
Total,12100 Sant Mateu,2019,"1,963"
Total,12100 Sant Mateu,2018,"1,974"
Total,12100 Sant Mateu,2017,"1,958"
Total,12100 Sant Mateu,2016,"1,979"
Total,12102 Santa Magdalena de Pulpis,2025,771
Total,12102 Santa Magdalena de Pulpis,2024,768
Total,12102 Santa Magdalena de Pulpis,2023,784
Total,12102 Santa Magdalena de Pulpis,2022,776
Total,12102 Santa Magdalena de Pulpis,2021,755
Total,12102 Santa Magdalena de Pulpis,2020,754
Total,12102 Santa Magdalena de Pulpis,2019,768
Total,12102 Santa Magdalena de Pulpis,2018,761
Total,12102 Santa Magdalena de Pulpis,2017,765
Total,12102 Santa Magdalena de Pulpis,2016,791
Total,12104 Segorbe,2025,"9,805"
Total,12104 Segorbe,2024,"9,640"
Total,12104 Segorbe,2023,"9,425"
Total,12104 Segorbe,2022,"9,146"
Total,12104 Segorbe,2021,"9,139"
Total,12104 Segorbe,2020,"9,097"
Total,12104 Segorbe,2019,"8,978"
Total,12104 Segorbe,2018,"8,878"
Total,12104 Segorbe,2017,"8,969"
Total,12104 Segorbe,2016,"9,005"
Total,"12103 Serratella, la",2025,113
Total,"12103 Serratella, la",2024,113
Total,"12103 Serratella, la",2023,110
Total,"12103 Serratella, la",2022,103
Total,"12103 Serratella, la",2021,92
Total,"12103 Serratella, la",2020,95
Total,"12103 Serratella, la",2019,101
Total,"12103 Serratella, la",2018,101
Total,"12103 Serratella, la",2017,101
Total,"12103 Serratella, la",2016,99
Total,12105 Sierra Engarcerán,2025,"1,039"
Total,12105 Sierra Engarcerán,2024,"1,043"
Total,12105 Sierra Engarcerán,2023,"1,045"
Total,12105 Sierra Engarcerán,2022,997
Total,12105 Sierra Engarcerán,2021,992
Total,12105 Sierra Engarcerán,2020,988
Total,12105 Sierra Engarcerán,2019,976
Total,12105 Sierra Engarcerán,2018,"1,023"
Total,12105 Sierra Engarcerán,2017,"1,012"
Total,12105 Sierra Engarcerán,2016,"1,019"
Total,12106 Soneja,2025,"1,521"
Total,12106 Soneja,2024,"1,513"
Total,12106 Soneja,2023,"1,508"
Total,12106 Soneja,2022,"1,520"
Total,12106 Soneja,2021,"1,479"
Total,12106 Soneja,2020,"1,456"
Total,12106 Soneja,2019,"1,447"
Total,12106 Soneja,2018,"1,439"
Total,12106 Soneja,2017,"1,468"
Total,12106 Soneja,2016,"1,463"
Total,12107 Sot de Ferrer,2025,492
Total,12107 Sot de Ferrer,2024,498
Total,12107 Sot de Ferrer,2023,474
Total,12107 Sot de Ferrer,2022,447
Total,12107 Sot de Ferrer,2021,428
Total,12107 Sot de Ferrer,2020,409
Total,12107 Sot de Ferrer,2019,415
Total,12107 Sot de Ferrer,2018,428
Total,12107 Sot de Ferrer,2017,429
Total,12107 Sot de Ferrer,2016,418
Total,12108 Suera/Sueras,2025,593
Total,12108 Suera/Sueras,2024,573
Total,12108 Suera/Sueras,2023,572
Total,12108 Suera/Sueras,2022,565
Total,12108 Suera/Sueras,2021,554
Total,12108 Suera/Sueras,2020,524
Total,12108 Suera/Sueras,2019,525
Total,12108 Suera/Sueras,2018,520
Total,12108 Suera/Sueras,2017,522
Total,12108 Suera/Sueras,2016,551
Total,12109 Tales,2025,827
Total,12109 Tales,2024,834
Total,12109 Tales,2023,852
Total,12109 Tales,2022,853
Total,12109 Tales,2021,843
Total,12109 Tales,2020,801
Total,12109 Tales,2019,825
Total,12109 Tales,2018,814
Total,12109 Tales,2017,808
Total,12109 Tales,2016,812
Total,12110 Teresa,2025,254
Total,12110 Teresa,2024,231
Total,12110 Teresa,2023,250
Total,12110 Teresa,2022,253
Total,12110 Teresa,2021,245
Total,12110 Teresa,2020,247
Total,12110 Teresa,2019,242
Total,12110 Teresa,2018,249
Total,12110 Teresa,2017,250
Total,12110 Teresa,2016,266
Total,12111 Tírig,2025,417
Total,12111 Tírig,2024,432
Total,12111 Tírig,2023,430
Total,12111 Tírig,2022,417
Total,12111 Tírig,2021,419
Total,12111 Tírig,2020,420
Total,12111 Tírig,2019,419
Total,12111 Tírig,2018,435
Total,12111 Tírig,2017,437
Total,12111 Tírig,2016,465
Total,12112 Todolella,2025,136
Total,12112 Todolella,2024,147
Total,12112 Todolella,2023,144
Total,12112 Todolella,2022,156
Total,12112 Todolella,2021,145
Total,12112 Todolella,2020,141
Total,12112 Todolella,2019,155
Total,12112 Todolella,2018,138
Total,12112 Todolella,2017,136
Total,12112 Todolella,2016,147
Total,12113 Toga,2025,106
Total,12113 Toga,2024,108
Total,12113 Toga,2023,112
Total,12113 Toga,2022,104
Total,12113 Toga,2021,101
Total,12113 Toga,2020,96
Total,12113 Toga,2019,100
Total,12113 Toga,2018,100
Total,12113 Toga,2017,89
Total,12113 Toga,2016,98
Total,12114 Torás,2025,271
Total,12114 Torás,2024,268
Total,12114 Torás,2023,256
Total,12114 Torás,2022,249
Total,12114 Torás,2021,247
Total,12114 Torás,2020,232
Total,12114 Torás,2019,223
Total,12114 Torás,2018,229
Total,12114 Torás,2017,225
Total,12114 Torás,2016,228
Total,"12115 Toro, El",2025,256
Total,"12115 Toro, El",2024,262
Total,"12115 Toro, El",2023,248
Total,"12115 Toro, El",2022,238
Total,"12115 Toro, El",2021,239
Total,"12115 Toro, El",2020,241
Total,"12115 Toro, El",2019,256
Total,"12115 Toro, El",2018,253
Total,"12115 Toro, El",2017,253
Total,"12115 Toro, El",2016,252
Total,12116 Torralba del Pinar,2025,57
Total,12116 Torralba del Pinar,2024,59
Total,12116 Torralba del Pinar,2023,69
Total,12116 Torralba del Pinar,2022,60
Total,12116 Torralba del Pinar,2021,63
Total,12116 Torralba del Pinar,2020,61
Total,12116 Torralba del Pinar,2019,69
Total,12116 Torralba del Pinar,2018,54
Total,12116 Torralba del Pinar,2017,57
Total,12116 Torralba del Pinar,2016,66
Total,"12119 Torre d'en Besora, la",2025,164
Total,"12119 Torre d'en Besora, la",2024,163
Total,"12119 Torre d'en Besora, la",2023,164
Total,"12119 Torre d'en Besora, la",2022,165
Total,"12119 Torre d'en Besora, la",2021,167
Total,"12119 Torre d'en Besora, la",2020,167
Total,"12119 Torre d'en Besora, la",2019,158
Total,"12119 Torre d'en Besora, la",2018,157
Total,"12119 Torre d'en Besora, la",2017,158
Total,"12119 Torre d'en Besora, la",2016,166
Total,"12120 Torre d'en Doménec, la",2025,177
Total,"12120 Torre d'en Doménec, la",2024,182
Total,"12120 Torre d'en Doménec, la",2023,175
Total,"12120 Torre d'en Doménec, la",2022,167
Total,"12120 Torre d'en Doménec, la",2021,157
Total,"12120 Torre d'en Doménec, la",2020,162
Total,"12120 Torre d'en Doménec, la",2019,180
Total,"12120 Torre d'en Doménec, la",2018,191
Total,"12120 Torre d'en Doménec, la",2017,198
Total,"12120 Torre d'en Doménec, la",2016,212
Total,12117 Torreblanca,2025,"5,744"
Total,12117 Torreblanca,2024,"5,674"
Total,12117 Torreblanca,2023,"5,630"
Total,12117 Torreblanca,2022,"5,682"
Total,12117 Torreblanca,2021,"5,606"
Total,12117 Torreblanca,2020,"5,574"
Total,12117 Torreblanca,2019,"5,528"
Total,12117 Torreblanca,2018,"5,461"
Total,12117 Torreblanca,2017,"5,419"
Total,12117 Torreblanca,2016,"5,398"
Total,12118 Torrechiva,2025,106
Total,12118 Torrechiva,2024,127
Total,12118 Torrechiva,2023,114
Total,12118 Torrechiva,2022,89
Total,12118 Torrechiva,2021,93
Total,12118 Torrechiva,2020,89
Total,12118 Torrechiva,2019,81
Total,12118 Torrechiva,2018,74
Total,12118 Torrechiva,2017,77
Total,12118 Torrechiva,2016,75
Total,12121 Traiguera,2025,"1,302"
Total,12121 Traiguera,2024,"1,300"
Total,12121 Traiguera,2023,"1,336"
Total,12121 Traiguera,2022,"1,323"
Total,12121 Traiguera,2021,"1,358"
Total,12121 Traiguera,2020,"1,367"
Total,12121 Traiguera,2019,"1,378"
Total,12121 Traiguera,2018,"1,375"
Total,12121 Traiguera,2017,"1,434"
Total,12121 Traiguera,2016,"1,502"
Total,"12122 Useres, les/Useras",2025,954
Total,"12122 Useres, les/Useras",2024,961
Total,"12122 Useres, les/Useras",2023,985
Total,"12122 Useres, les/Useras",2022,949
Total,"12122 Useres, les/Useras",2021,968
Total,"12122 Useres, les/Useras",2020,959
Total,"12122 Useres, les/Useras",2019,962
Total,"12122 Useres, les/Useras",2018,966
Total,"12122 Useres, les/Useras",2017,970
Total,"12122 Useres, les/Useras",2016,994
Total,12124 Vall d'Alba,2025,"3,218"
Total,12124 Vall d'Alba,2024,"3,103"
Total,12124 Vall d'Alba,2023,"3,054"
Total,12124 Vall d'Alba,2022,"2,959"
Total,12124 Vall d'Alba,2021,"2,943"
Total,12124 Vall d'Alba,2020,"2,856"
Total,12124 Vall d'Alba,2019,"2,807"
Total,12124 Vall d'Alba,2018,"2,817"
Total,12124 Vall d'Alba,2017,"2,781"
Total,12124 Vall d'Alba,2016,"2,809"
Total,12125 Vall de Almonacid,2025,284
Total,12125 Vall de Almonacid,2024,281
Total,12125 Vall de Almonacid,2023,286
Total,12125 Vall de Almonacid,2022,287
Total,12125 Vall de Almonacid,2021,286
Total,12125 Vall de Almonacid,2020,263
Total,12125 Vall de Almonacid,2019,269
Total,12125 Vall de Almonacid,2018,281
Total,12125 Vall de Almonacid,2017,272
Total,12125 Vall de Almonacid,2016,261
Total,"12126 Vall d'Uixó, la",2025,"32,242"
Total,"12126 Vall d'Uixó, la",2024,"31,884"
Total,"12126 Vall d'Uixó, la",2023,"31,611"
Total,"12126 Vall d'Uixó, la",2022,"31,388"
Total,"12126 Vall d'Uixó, la",2021,"31,549"
Total,"12126 Vall d'Uixó, la",2020,"31,681"
Total,"12126 Vall d'Uixó, la",2019,"31,660"
Total,"12126 Vall d'Uixó, la",2018,"31,552"
Total,"12126 Vall d'Uixó, la",2017,"31,733"
Total,"12126 Vall d'Uixó, la",2016,"31,819"
Total,12123 Vallat,2025,66
Total,12123 Vallat,2024,71
Total,12123 Vallat,2023,66
Total,12123 Vallat,2022,54
Total,12123 Vallat,2021,57
Total,12123 Vallat,2020,51
Total,12123 Vallat,2019,49
Total,12123 Vallat,2018,49
Total,12123 Vallat,2017,50
Total,12123 Vallat,2016,54
Total,12127 Vallibona,2025,63
Total,12127 Vallibona,2024,64
Total,12127 Vallibona,2023,62
Total,12127 Vallibona,2022,61
Total,12127 Vallibona,2021,67
Total,12127 Vallibona,2020,66
Total,12127 Vallibona,2019,69
Total,12127 Vallibona,2018,75
Total,12127 Vallibona,2017,77
Total,12127 Vallibona,2016,81
Total,12128 Vilafamés,2025,"1,962"
Total,12128 Vilafamés,2024,"1,938"
Total,12128 Vilafamés,2023,"1,915"
Total,12128 Vilafamés,2022,"1,864"
Total,12128 Vilafamés,2021,"1,840"
Total,12128 Vilafamés,2020,"1,829"
Total,12128 Vilafamés,2019,"1,842"
Total,12128 Vilafamés,2018,"1,833"
Total,12128 Vilafamés,2017,"1,822"
Total,12128 Vilafamés,2016,"1,851"
Total,12129 Vilafranca/Villafranca del Cid,2025,"2,115"
Total,12129 Vilafranca/Villafranca del Cid,2024,"2,139"
Total,12129 Vilafranca/Villafranca del Cid,2023,"2,148"
Total,12129 Vilafranca/Villafranca del Cid,2022,"2,154"
Total,12129 Vilafranca/Villafranca del Cid,2021,"2,201"
Total,12129 Vilafranca/Villafranca del Cid,2020,"2,197"
Total,12129 Vilafranca/Villafranca del Cid,2019,"2,200"
Total,12129 Vilafranca/Villafranca del Cid,2018,"2,227"
Total,12129 Vilafranca/Villafranca del Cid,2017,"2,267"
Total,12129 Vilafranca/Villafranca del Cid,2016,"2,289"
Total,12132 Vilanova d'Alcolea,2025,584
Total,12132 Vilanova d'Alcolea,2024,585
Total,12132 Vilanova d'Alcolea,2023,575
Total,12132 Vilanova d'Alcolea,2022,571
Total,12132 Vilanova d'Alcolea,2021,578
Total,12132 Vilanova d'Alcolea,2020,569
Total,12132 Vilanova d'Alcolea,2019,584
Total,12132 Vilanova d'Alcolea,2018,575
Total,12132 Vilanova d'Alcolea,2017,586
Total,12132 Vilanova d'Alcolea,2016,595
Total,12134 Vilar de Canes,2025,156
Total,12134 Vilar de Canes,2024,156
Total,12134 Vilar de Canes,2023,159
Total,12134 Vilar de Canes,2022,170
Total,12134 Vilar de Canes,2021,174
Total,12134 Vilar de Canes,2020,169
Total,12134 Vilar de Canes,2019,169
Total,12134 Vilar de Canes,2018,172
Total,12134 Vilar de Canes,2017,177
Total,12134 Vilar de Canes,2016,179
Total,12135 Vila-real,2025,"53,623"
Total,12135 Vila-real,2024,"52,505"
Total,12135 Vila-real,2023,"51,852"
Total,12135 Vila-real,2022,"51,369"
Total,12135 Vila-real,2021,"51,130"
Total,12135 Vila-real,2020,"51,293"
Total,12135 Vila-real,2019,"50,893"
Total,12135 Vila-real,2018,"50,577"
Total,12135 Vila-real,2017,"50,334"
Total,12135 Vila-real,2016,"50,252"
Total,"12136 Vilavella, la",2025,"3,054"
Total,"12136 Vilavella, la",2024,"3,073"
Total,"12136 Vilavella, la",2023,"3,074"
Total,"12136 Vilavella, la",2022,"3,084"
Total,"12136 Vilavella, la",2021,"3,111"
Total,"12136 Vilavella, la",2020,"3,125"
Total,"12136 Vilavella, la",2019,"3,157"
Total,"12136 Vilavella, la",2018,"3,226"
Total,"12136 Vilavella, la",2017,"3,215"
Total,"12136 Vilavella, la",2016,"3,243"
Total,12130 Villahermosa del Río,2025,473
Total,12130 Villahermosa del Río,2024,490
Total,12130 Villahermosa del Río,2023,488
Total,12130 Villahermosa del Río,2022,463
Total,12130 Villahermosa del Río,2021,476
Total,12130 Villahermosa del Río,2020,484
Total,12130 Villahermosa del Río,2019,489
Total,12130 Villahermosa del Río,2018,462
Total,12130 Villahermosa del Río,2017,477
Total,12130 Villahermosa del Río,2016,487
Total,12131 Villamalur,2025,99
Total,12131 Villamalur,2024,97
Total,12131 Villamalur,2023,95
Total,12131 Villamalur,2022,85
Total,12131 Villamalur,2021,92
Total,12131 Villamalur,2020,102
Total,12131 Villamalur,2019,62
Total,12131 Villamalur,2018,63
Total,12131 Villamalur,2017,62
Total,12131 Villamalur,2016,68
Total,12133 Villanueva de Viver,2025,94
Total,12133 Villanueva de Viver,2024,98
Total,12133 Villanueva de Viver,2023,110
Total,12133 Villanueva de Viver,2022,89
Total,12133 Villanueva de Viver,2021,82
Total,12133 Villanueva de Viver,2020,60
Total,12133 Villanueva de Viver,2019,61
Total,12133 Villanueva de Viver,2018,66
Total,12133 Villanueva de Viver,2017,61
Total,12133 Villanueva de Viver,2016,60
Total,12137 Villores,2025,51
Total,12137 Villores,2024,53
Total,12137 Villores,2023,54
Total,12137 Villores,2022,53
Total,12137 Villores,2021,46
Total,12137 Villores,2020,42
Total,12137 Villores,2019,39
Total,12137 Villores,2018,42
Total,12137 Villores,2017,42
Total,12137 Villores,2016,38
Total,12138 Vinaròs,2025,"30,529"
Total,12138 Vinaròs,2024,"30,278"
Total,12138 Vinaròs,2023,"29,686"
Total,12138 Vinaròs,2022,"29,120"
Total,12138 Vinaròs,2021,"28,862"
Total,12138 Vinaròs,2020,"28,833"
Total,12138 Vinaròs,2019,"28,682"
Total,12138 Vinaròs,2018,"28,438"
Total,12138 Vinaròs,2017,"28,292"
Total,12138 Vinaròs,2016,"28,290"
Total,12139 Vistabella del Maestrat,2025,354
Total,12139 Vistabella del Maestrat,2024,361
Total,12139 Vistabella del Maestrat,2023,369
Total,12139 Vistabella del Maestrat,2022,334
Total,12139 Vistabella del Maestrat,2021,337
Total,12139 Vistabella del Maestrat,2020,333
Total,12139 Vistabella del Maestrat,2019,339
Total,12139 Vistabella del Maestrat,2018,342
Total,12139 Vistabella del Maestrat,2017,352
Total,12139 Vistabella del Maestrat,2016,364
Total,12140 Viver,2025,"1,729"
Total,12140 Viver,2024,"1,680"
Total,12140 Viver,2023,"1,683"
Total,12140 Viver,2022,"1,691"
Total,12140 Viver,2021,"1,661"
Total,12140 Viver,2020,"1,572"
Total,12140 Viver,2019,"1,536"
Total,12140 Viver,2018,"1,538"
Total,12140 Viver,2017,"1,509"
Total,12140 Viver,2016,"1,536"
